"fips","state","name","broadband_2017","median_val_owner_occupied_2010","median_household_income_2019"
16017,"Idaho","Bonner County",72.5,236300,50256
16019,"Idaho","Bonneville County",82.6,153400,60615
16021,"Idaho","Boundary County",66.7,174600,43423
16023,"Idaho","Butte County",72.8,108500,42132
16025,"Idaho","Camas County",66.8,226100,39688
16027,"Idaho","Canyon County",73.9,151300,52134
16029,"Idaho","Caribou County",82.9,116000,59053
16031,"Idaho","Cassia County",79.6,114600,52935
16033,"Idaho","Clark County",51.8,82800,46154
16035,"Idaho","Clearwater County",68.3,124800,43915
16037,"Idaho","Custer County",74.8,127600,40875
16039,"Idaho","Elmore County",76.9,142600,46855
16041,"Idaho","Franklin County",79.6,165300,57215
16043,"Idaho","Fremont County",75.4,125200,58065
16045,"Idaho","Gem County",72.2,161700,45492
16047,"Idaho","Gooding County",70,127500,47204
16049,"Idaho","Idaho County",64.3,140900,41516
16051,"Idaho","Jefferson County",78.8,154000,63048
16053,"Idaho","Jerome County",68.7,135200,52921
16055,"Idaho","Kootenai County",80.7,220000,57242
16057,"Idaho","Latah County",81.8,183800,49158
16059,"Idaho","Lemhi County",73.1,174900,39324
16061,"Idaho","Lewis County",63,112100,41198
16063,"Idaho","Lincoln County",64.1,124600,50053
16065,"Idaho","Madison County",75.9,169700,39160
16067,"Idaho","Minidoka County",76.8,98400,53370
16069,"Idaho","Nez Perce County",75.7,159600,58107
16071,"Idaho","Oneida County",78.9,120400,53841
16073,"Idaho","Owyhee County",61.2,133500,43798
16075,"Idaho","Payette County",71.1,134800,50579
16077,"Idaho","Power County",80,121900,48823
16079,"Idaho","Shoshone County",66.9,145000,39386
16081,"Idaho","Teton County",80,294800,74216
16083,"Idaho","Twin Falls County",77.6,148400,52919
16085,"Idaho","Valley County",72.8,287100,64475
16087,"Idaho","Washington County",65.6,140200,40992
17001,"Illinois","Adams County",72.7,98400,52993
17003,"Illinois","Alexander County",45.4,58200,36806
17005,"Illinois","Bond County",74.5,106500,57289
17007,"Illinois","Boone County",82.2,174400,69272
17009,"Illinois","Brown County",69.8,80100,61655
17011,"Illinois","Bureau County",74.9,102000,57436
17013,"Illinois","Calhoun County",63.1,101900,63009
17015,"Illinois","Carroll County",74,98500,52410
17017,"Illinois","Cass County",67.4,77300,52373
17019,"Illinois","Champaign County",80.8,145200,52797
17021,"Illinois","Christian County",72.6,80500,52834
17023,"Illinois","Clark County",68.1,84100,56531
17025,"Illinois","Clay County",73.5,72700,48500
17027,"Illinois","Clinton County",74.5,124200,66639
17029,"Illinois","Coles County",75.6,89500,46202
17031,"Illinois","Cook County",76.7,265800,64660
17033,"Illinois","Crawford County",72,70400,49779
17035,"Illinois","Cumberland County",70.2,81300,56206
17037,"Illinois","DeKalb County",84.2,192300,63317
17039,"Illinois","De Witt County",73.6,96200,55587
17041,"Illinois","Douglas County",71.1,93000,56714
17043,"Illinois","DuPage County",86.9,316900,92809
17045,"Illinois","Edgar County",71.5,74200,53647
17047,"Illinois","Edwards County",72.4,61400,51080
17049,"Illinois","Effingham County",76.9,106500,56685
17051,"Illinois","Fayette County",64.5,73200,46650
17053,"Illinois","Ford County",75.2,90700,52092
17055,"Illinois","Franklin County",64.9,61100,42769
17057,"Illinois","Fulton County",70.5,79000,51643
17059,"Illinois","Gallatin County",64,56600,44076
17061,"Illinois","Greene County",67,72000,49885
17063,"Illinois","Grundy County",81.3,193300,77350
17065,"Illinois","Hamilton County",67.8,67500,54046
17067,"Illinois","Hancock County",67.3,80200,52561
17069,"Illinois","Hardin County",63.1,63300,51250
17071,"Illinois","Henderson County",70.1,77600,53676
17073,"Illinois","Henry County",72.6,108800,59933
17075,"Illinois","Iroquois County",73.9,101100,52700
17077,"Illinois","Jackson County",72.1,96100,37241
17079,"Illinois","Jasper County",68.8,77900,54256
17081,"Illinois","Jefferson County",73,85800,49896
17083,"Illinois","Jersey County",70.6,118200,63028
17085,"Illinois","Jo Daviess County",75.1,138000,57946
17087,"Illinois","Johnson County",60.7,94700,52774
17089,"Illinois","Kane County",85.3,245000,79394
17091,"Illinois","Kankakee County",74.4,148400,58902
17093,"Illinois","Kendall County",92.3,248300,96563
17095,"Illinois","Knox County",69.3,80600,44129
17097,"Illinois","Lake County",86.9,287300,89427
17099,"Illinois","LaSalle County",77.5,125500,58142
17101,"Illinois","Lawrence County",67.8,67900,46636
17103,"Illinois","Lee County",76.4,113400,58194
17105,"Illinois","Livingston County",75.7,101700,55160
17107,"Illinois","Logan County",75,95100,57308
17109,"Illinois","McDonough County",72.7,85100,44471
17111,"Illinois","McHenry County",88.9,249700,86799
17113,"Illinois","McLean County",80.2,151700,67675
17115,"Illinois","Macon County",74.5,90500,50480
17117,"Illinois","Macoupin County",75.8,93400,55159
17119,"Illinois","Madison County",79.1,122600,60738
17121,"Illinois","Marion County",73.3,71400,47519
17123,"Illinois","Marshall County",72.3,102700,58465
17125,"Illinois","Mason County",70.1,81400,48417
17127,"Illinois","Massac County",60.3,81800,47481
17129,"Illinois","Menard County",77.2,113500,74684
17131,"Illinois","Mercer County",74.7,102800,59787
17133,"Illinois","Monroe County",80.2,197400,85747
17135,"Illinois","Montgomery County",69.2,78100,52748
17137,"Illinois","Morgan County",74.1,93300,51437
17139,"Illinois","Moultrie County",68.9,89700,61456
17141,"Illinois","Ogle County",76.4,152400,60986
17143,"Illinois","Peoria County",73.1,119000,55842
17145,"Illinois","Perry County",68.5,76900,52428
17147,"Illinois","Piatt County",82,119100,70849
17149,"Illinois","Pike County",63.7,76000,47492
17151,"Illinois","Pope County",56.2,88300,38056
17153,"Illinois","Pulaski County",51.9,48800,34640
17155,"Illinois","Putnam County",72.9,123600,63638
17157,"Illinois","Randolph County",68.2,86900,53816
17159,"Illinois","Richland County",70.9,76000,48894
17161,"Illinois","Rock Island County",75.9,111700,54858
17163,"Illinois","St. Clair County",69.8,122400,55179
17165,"Illinois","Saline County",65.1,69400,44090
17167,"Illinois","Sangamon County",78.7,118900,61912
17169,"Illinois","Schuyler County",75.6,74900,52357
17171,"Illinois","Scott County",72.4,82100,57118
17173,"Illinois","Shelby County",66.4,84500,52953
17175,"Illinois","Stark County",70.6,87500,54907
17177,"Illinois","Stephenson County",75.4,103300,48805
17179,"Illinois","Tazewell County",78.6,125700,63454
17181,"Illinois","Union County",61.3,84200,50625
17183,"Illinois","Vermilion County",68,76500,46515
17185,"Illinois","Wabash County",70.6,77400,50770
17187,"Illinois","Warren County",71.4,83300,50310
17189,"Illinois","Washington County",70.8,103100,61763
17191,"Illinois","Wayne County",64.4,65100,50251
17193,"Illinois","White County",71.2,62900,49290
17195,"Illinois","Whiteside County",75.8,98100,54232
17197,"Illinois","Will County",85.7,240500,86961
17199,"Illinois","Williamson County",71.9,87600,50734
17201,"Illinois","Winnebago County",77.2,128100,54489
17203,"Illinois","Woodford County",79,151500,72808
18001,"Indiana","Adams County",63.7,111700,52504
18003,"Indiana","Allen County",78.4,113200,54857
18005,"Indiana","Bartholomew County",75.5,133100,63431
18007,"Indiana","Benton County",69.9,85200,49488
18009,"Indiana","Blackford County",65.7,77600,43505
18011,"Indiana","Boone County",83.4,174300,83077
18013,"Indiana","Brown County",66,158500,61030
18015,"Indiana","Carroll County",71.1,107400,54806
18017,"Indiana","Cass County",70,82400,49415
18019,"Indiana","Clark County",73.6,125800,55630
18021,"Indiana","Clay County",71.1,87100,55637
18023,"Indiana","Clinton County",72,98700,54286
18025,"Indiana","Crawford County",55.7,86300,41662
18027,"Indiana","Daviess County",60.3,97200,53629
18029,"Indiana","Dearborn County",77.5,160300,68658
18031,"Indiana","Decatur County",66.1,118500,57949
18033,"Indiana","DeKalb County",74.9,112300,56421
18035,"Indiana","Delaware County",73.7,92400,43512
18037,"Indiana","Dubois County",76.6,129600,60666
18039,"Indiana","Elkhart County",73.9,128000,57021
18041,"Indiana","Fayette County",62.1,84900,46175
18043,"Indiana","Floyd County",74.5,147100,64468
18045,"Indiana","Fountain County",70.9,87600,52874
18047,"Indiana","Franklin County",65,144500,62462
18049,"Indiana","Fulton County",65.8,93900,52034
18051,"Indiana","Gibson County",75.1,99100,55462
18053,"Indiana","Grant County",65.3,83100,44356
18055,"Indiana","Greene County",66.8,87500,51613
18057,"Indiana","Hamilton County",91.9,211200,98173
18059,"Indiana","Hancock County",82.9,159200,74072
18061,"Indiana","Harrison County",68.9,124200,57712
18063,"Indiana","Hendricks County",85.4,161100,81933
18065,"Indiana","Henry County",68,95200,49832
18067,"Indiana","Howard County",74.4,108300,52373
18069,"Indiana","Huntington County",72.2,96700,53632
18071,"Indiana","Jackson County",71.4,113700,51250
18073,"Indiana","Jasper County",76.9,142200,63892
18075,"Indiana","Jay County",61.4,81300,47658
18077,"Indiana","Jefferson County",72.6,106800,52718
18079,"Indiana","Jennings County",67.2,92200,54191
18081,"Indiana","Johnson County",81.5,143400,72440
18083,"Indiana","Knox County",74,84700,47380
18085,"Indiana","Kosciusko County",74.2,134600,61366
18087,"Indiana","LaGrange County",54,148200,64498
18089,"Indiana","Lake County",74.6,135400,56128
18091,"Indiana","LaPorte County",74.2,119800,53658
18093,"Indiana","Lawrence County",69.8,97400,53610
18095,"Indiana","Madison County",74,96300,49522
18097,"Indiana","Marion County",74.3,122200,48316
18099,"Indiana","Marshall County",67.5,123400,52658
18101,"Indiana","Martin County",67.9,84100,52726
18103,"Indiana","Miami County",70.7,86100,50657
18105,"Indiana","Monroe County",80.1,146700,49839
18107,"Indiana","Montgomery County",76.3,107100,55522
18109,"Indiana","Morgan County",75.3,141200,64335
18111,"Indiana","Newton County",74.1,109600,55356
18113,"Indiana","Noble County",74.7,112600,56789
18115,"Indiana","Ohio County",72,134200,60128
18117,"Indiana","Orange County",61.9,90500,47917
18119,"Indiana","Owen County",64,95700,49543
18121,"Indiana","Parke County",63.1,91600,52618
18123,"Indiana","Perry County",66.4,93600,52348
18125,"Indiana","Pike County",64,80700,50194
18127,"Indiana","Porter County",81,164500,71152
18129,"Indiana","Posey County",74.3,120500,64196
18131,"Indiana","Pulaski County",69.4,97900,49580
18133,"Indiana","Putnam County",76,119800,61047
18135,"Indiana","Randolph County",69.5,80100,48036
18137,"Indiana","Ripley County",72.7,138200,56332
18139,"Indiana","Rush County",58.7,106800,54346
18141,"Indiana","St. Joseph County",73.9,116300,52769
18143,"Indiana","Scott County",66.8,96600,48700
18145,"Indiana","Shelby County",71.1,126400,60404
18147,"Indiana","Spencer County",68,111600,57305
18149,"Indiana","Starke County",66.4,98200,51190
18151,"Indiana","Steuben County",76.7,121700,58279
18153,"Indiana","Sullivan County",63.3,77000,50245
18155,"Indiana","Switzerland County",63.3,119800,49383
18157,"Indiana","Tippecanoe County",79.9,128900,53130
18159,"Indiana","Tipton County",74,113500,58118
18161,"Indiana","Union County",63.9,112600,50375
18163,"Indiana","Vanderburgh County",75,111700,49708
18165,"Indiana","Vermillion County",72.6,77000,50243
18167,"Indiana","Vigo County",72.6,89900,45230
18169,"Indiana","Wabash County",69.4,96400,54259
18171,"Indiana","Warren County",71.4,102600,60553
18173,"Indiana","Warrick County",81.4,140200,73482
18175,"Indiana","Washington County",62.7,100200,47983
18177,"Indiana","Wayne County",65.3,99700,46516
18179,"Indiana","Wells County",73.7,110100,59237
18181,"Indiana","White County",74.1,111000,54576
18183,"Indiana","Whitley County",74.6,123500,61741
19001,"Iowa","Adair County",70.4,93800,53363
19003,"Iowa","Adams County",68.1,81200,49255
19005,"Iowa","Allamakee County",66.6,105200,52216
19007,"Iowa","Appanoose County",65.5,72400,40167
19009,"Iowa","Audubon County",67.8,72900,52055
19011,"Iowa","Benton County",73,128900,67729
19013,"Iowa","Black Hawk County",77.6,118600,53539
19015,"Iowa","Boone County",75.6,115800,64000
19017,"Iowa","Bremer County",77,132800,70395
19019,"Iowa","Buchanan County",74.1,113400,64837
19021,"Iowa","Buena Vista County",77.2,87600,57125
19023,"Iowa","Butler County",70.3,90900,57115
19025,"Iowa","Calhoun County",70.7,70700,52323
19027,"Iowa","Carroll County",73.2,106700,59212
19029,"Iowa","Cass County",69.8,82600,50187
19031,"Iowa","Cedar County",76.3,125900,67795
19033,"Iowa","Cerro Gordo County",73,107900,53963
19035,"Iowa","Cherokee County",77.7,77500,56550
19037,"Iowa","Chickasaw County",72.1,93800,60034
19039,"Iowa","Clarke County",74.1,92400,54427
19041,"Iowa","Clay County",76.3,98500,50521
19043,"Iowa","Clayton County",68.5,96500,53152
19045,"Iowa","Clinton County",73,106100,51688
19047,"Iowa","Crawford County",66.2,81500,55755
19049,"Iowa","Dallas County",86.9,176600,88479
19051,"Iowa","Davis County",61.9,101400,63404
19053,"Iowa","Decatur County",63.9,69300,44462
19055,"Iowa","Delaware County",72.7,113700,63750
19057,"Iowa","Des Moines County",74,90400,51267
19059,"Iowa","Dickinson County",78.3,153000,59969
19061,"Iowa","Dubuque County",79.3,136800,63031
19063,"Iowa","Emmet County",70.8,78600,51563
19065,"Iowa","Fayette County",71.2,81200,51128
19067,"Iowa","Floyd County",72.1,89200,50406
19069,"Iowa","Franklin County",66.8,82500,56419
19071,"Iowa","Fremont County",73.5,92800,56750
19073,"Iowa","Greene County",71.2,80400,53050
19075,"Iowa","Grundy County",77,111000,68038
19077,"Iowa","Guthrie County",73,94600,61161
19079,"Iowa","Hamilton County",71.2,90500,60910
19081,"Iowa","Hancock County",69.3,81200,61761
19083,"Iowa","Hardin County",69.2,85600,54196
19085,"Iowa","Harrison County",70.1,111400,63854
19087,"Iowa","Henry County",73.2,96400,53501
19089,"Iowa","Howard County",70.3,90300,55060
19091,"Iowa","Humboldt County",72.8,81600,54575
19093,"Iowa","Ida County",73.2,74300,58427
19095,"Iowa","Iowa County",70.8,128400,61443
19097,"Iowa","Jackson County",71.4,106100,55967
19099,"Iowa","Jasper County",72.8,114600,58952
19101,"Iowa","Jefferson County",79.2,92400,47708
19103,"Iowa","Johnson County",86.5,177000,62542
19105,"Iowa","Jones County",71.6,106900,57549
19107,"Iowa","Keokuk County",69.1,74700,52881
19109,"Iowa","Kossuth County",73.7,84700,56073
19111,"Iowa","Lee County",70.7,78900,49564
19113,"Iowa","Linn County",80.8,136400,64903
19115,"Iowa","Louisa County",75.2,87400,56673
19117,"Iowa","Lucas County",71.5,85200,55205
19119,"Iowa","Lyon County",79.4,97900,64982
19121,"Iowa","Madison County",75.4,145400,66316
19123,"Iowa","Mahaska County",76.1,95200,54825
19125,"Iowa","Marion County",74.8,137300,61038
19127,"Iowa","Marshall County",70,99600,56437
19129,"Iowa","Mills County",77,144200,72079
19131,"Iowa","Mitchell County",71.5,99200,58302
19133,"Iowa","Monona County",70.7,71300,47605
19135,"Iowa","Monroe County",69.6,80100,58269
19137,"Iowa","Montgomery County",72.1,80800,51696
19139,"Iowa","Muscatine County",75.2,120300,58453
19141,"Iowa","O'Brien County",70.9,83000,53703
19143,"Iowa","Osceola County",76.2,70200,59725
19145,"Iowa","Page County",73.2,81900,51867
19147,"Iowa","Palo Alto County",74.3,74500,52932
19149,"Iowa","Plymouth County",78.5,119400,67297
19151,"Iowa","Pocahontas County",73.8,56100,52448
19153,"Iowa","Polk County",81.4,149700,67637
19155,"Iowa","Pottawattamie County",74.4,126100,60065
19157,"Iowa","Poweshiek County",72.3,108900,53852
19159,"Iowa","Ringgold County",67.3,83300,55271
19161,"Iowa","Sac County",72.6,76800,58232
19163,"Iowa","Scott County",76.3,134600,61183
19165,"Iowa","Shelby County",74.4,103100,58000
19167,"Iowa","Sioux County",81.9,119900,69844
19169,"Iowa","Story County",81.8,156000,56756
19171,"Iowa","Tama County",71.5,96500,56037
19173,"Iowa","Taylor County",69.6,67000,50431
19175,"Iowa","Union County",70.7,88100,49900
19177,"Iowa","Van Buren County",61.7,67600,48591
19179,"Iowa","Wapello County",71,74800,46246
19181,"Iowa","Warren County",81.2,150900,77048
19183,"Iowa","Washington County",73,118600,62556
19185,"Iowa","Wayne County",65.7,60500,44768
19187,"Iowa","Webster County",72.4,85600,47466
19189,"Iowa","Winnebago County",71.3,90900,49870
19191,"Iowa","Winneshiek County",75.5,147600,65263
19193,"Iowa","Woodbury County",71.7,94700,59224
19195,"Iowa","Worth County",69,95200,57130
19197,"Iowa","Wright County",69.2,72700,53333
20001,"Kansas","Allen County",70,64400,45333
20003,"Kansas","Anderson County",65.1,87300,50213
20005,"Kansas","Atchison County",68.5,89200,50439
20007,"Kansas","Barber County",69.2,52500,50174
20009,"Kansas","Barton County",70.7,71000,49723
20011,"Kansas","Bourbon County",63.7,76400,43917
20013,"Kansas","Brown County",72,74800,48333
20015,"Kansas","Butler County",78.9,121200,64782
20017,"Kansas","Chase County",68.5,86100,45353
20019,"Kansas","Chautauqua County",64.1,49800,40298
20021,"Kansas","Cherokee County",65.2,69100,43175
20023,"Kansas","Cheyenne County",72.5,67100,47639
20025,"Kansas","Clark County",61.6,59100,53348
20027,"Kansas","Clay County",70,86500,53929
20029,"Kansas","Cloud County",67.7,63400,45373
20031,"Kansas","Coffey County",76.2,98500,59583
20033,"Kansas","Comanche County",72.9,42500,54821
20035,"Kansas","Cowley County",70.1,76900,50102
20037,"Kansas","Crawford County",72.5,83900,41004
20039,"Kansas","Decatur County",73.1,57300,48125
20041,"Kansas","Dickinson County",71.9,97400,49991
20043,"Kansas","Doniphan County",62,84600,49703
20045,"Kansas","Douglas County",85.3,176500,59435
20047,"Kansas","Edwards County",63.2,54600,50902
20049,"Kansas","Elk County",64.3,52700,38750
20051,"Kansas","Ellis County",80.2,123800,52883
20053,"Kansas","Ellsworth County",73,67400,54902
20055,"Kansas","Finney County",76.5,102100,60798
20057,"Kansas","Ford County",71.1,82700,51711
20059,"Kansas","Franklin County",67.8,117100,56582
20061,"Kansas","Geary County",83,118600,53133
20063,"Kansas","Gove County",75.4,66500,48317
20065,"Kansas","Graham County",74.6,71200,46375
20067,"Kansas","Grant County",78.2,85500,53413
20069,"Kansas","Gray County",72.5,100000,64930
20071,"Kansas","Greeley County",77.1,67800,54112
20073,"Kansas","Greenwood County",62.4,52400,41982
20075,"Kansas","Hamilton County",71.9,73300,46944
20077,"Kansas","Harper County",70,61400,49865
20079,"Kansas","Harvey County",75.7,103300,57982
20081,"Kansas","Haskell County",73.5,88100,55064
20083,"Kansas","Hodgeman County",72.6,63700,61211
20085,"Kansas","Jackson County",73.3,114800,57914
20087,"Kansas","Jefferson County",74.1,136200,64864
20089,"Kansas","Jewell County",65.6,45500,40676
20091,"Kansas","Johnson County",90.2,209900,89087
20093,"Kansas","Kearny County",69.7,85900,52599
20095,"Kansas","Kingman County",69.2,77100,60469
20097,"Kansas","Kiowa County",66.3,75000,53274
20099,"Kansas","Labette County",70.4,64600,47643
20101,"Kansas","Lane County",75.5,55100,52125
20103,"Kansas","Leavenworth County",79.8,166700,73013
20105,"Kansas","Lincoln County",70.4,64300,45076
20107,"Kansas","Linn County",55.1,98800,48778
20109,"Kansas","Logan County",76.1,66600,51740
20111,"Kansas","Lyon County",77.4,91200,46338
20113,"Kansas","McPherson County",78.3,115300,59089
20115,"Kansas","Marion County",68.5,80500,52123
20117,"Kansas","Marshall County",69.7,74700,51895
20119,"Kansas","Meade County",74.6,80800,59316
20121,"Kansas","Miami County",71,165500,71995
20123,"Kansas","Mitchell County",73.7,68500,46203
20125,"Kansas","Montgomery County",69.8,68100,45157
20127,"Kansas","Morris County",76.6,76400,55658
20129,"Kansas","Morton County",69.6,64600,47750
20131,"Kansas","Nemaha County",71,85800,63216
20133,"Kansas","Neosho County",65.1,71100,46291
20135,"Kansas","Ness County",70.3,47100,56492
20137,"Kansas","Norton County",69.8,51200,49038
20139,"Kansas","Osage County",69.9,96400,54090
20141,"Kansas","Osborne County",71,39700,51286
20143,"Kansas","Ottawa County",66,83800,54784
20145,"Kansas","Pawnee County",72.5,63200,49917
20147,"Kansas","Phillips County",76.7,57400,50093
20149,"Kansas","Pottawatomie County",79.8,138600,66835
20151,"Kansas","Pratt County",70.4,74500,52327
20153,"Kansas","Rawlins County",75.9,57600,53207
20155,"Kansas","Reno County",73.8,87500,49936
20157,"Kansas","Republic County",63.3,47800,47976
20159,"Kansas","Rice County",74.4,62600,53012
20161,"Kansas","Riley County",84.4,154800,51208
20163,"Kansas","Rooks County",73.2,62900,49415
20165,"Kansas","Rush County",68.6,50500,47981
20167,"Kansas","Russell County",73.9,63300,44792
20169,"Kansas","Saline County",74.7,114000,52200
20171,"Kansas","Scott County",85.9,100100,65417
20173,"Kansas","Sedgwick County",76.4,117300,56524
20175,"Kansas","Seward County",72.3,82100,49291
20177,"Kansas","Shawnee County",72.7,115300,56762
20179,"Kansas","Sheridan County",75.6,81600,62885
20181,"Kansas","Sherman County",80.3,79300,54754
20183,"Kansas","Smith County",73.2,58400,43429
20185,"Kansas","Stafford County",67.4,50200,49375
20187,"Kansas","Stanton County",63.4,77500,52054
20189,"Kansas","Stevens County",70.2,78200,57806
20191,"Kansas","Sumner County",70.5,82400,55000
20193,"Kansas","Thomas County",85.2,83900,60124
20195,"Kansas","Trego County",83.2,69700,57966
20197,"Kansas","Wabaunsee County",73.1,99400,61178
20199,"Kansas","Wallace County",71.5,65300,63269
20201,"Kansas","Washington County",65.2,53600,50588
20203,"Kansas","Wichita County",70.3,76800,57978
20205,"Kansas","Wilson County",59.6,58500,48341
20207,"Kansas","Woodson County",59.6,47800,39643
20209,"Kansas","Wyandotte County",67.8,97600,46881
21001,"Kentucky","Adair County",63.6,80000,38021
21003,"Kentucky","Allen County",61.7,89500,44036
21005,"Kentucky","Anderson County",70.2,131900,55334
21007,"Kentucky","Ballard County",70,78100,45048
21009,"Kentucky","Barren County",73.1,96400,41459
21011,"Kentucky","Bath County",66.3,70100,44898
21013,"Kentucky","Bell County",57.1,64500,26272
21015,"Kentucky","Boone County",87.5,175900,78327
21017,"Kentucky","Bourbon County",64.6,137700,49637
21019,"Kentucky","Boyd County",75.4,93200,48308
21021,"Kentucky","Boyle County",72.3,126700,46382
21023,"Kentucky","Bracken County",62.8,87500,49158
21025,"Kentucky","Breathitt County",56.6,50900,27344
21027,"Kentucky","Breckinridge County",64.5,80800,47190
21029,"Kentucky","Bullitt County",79.4,143000,63348
21031,"Kentucky","Butler County",62.4,77700,41763
21033,"Kentucky","Caldwell County",64.6,72300,44775
21035,"Kentucky","Calloway County",73.7,105300,42273
21037,"Kentucky","Campbell County",77.9,146300,63050
21039,"Kentucky","Carlisle County",66.9,67400,45109
21041,"Kentucky","Carroll County",55.9,109700,43524
21043,"Kentucky","Carter County",62.8,74500,34736
21045,"Kentucky","Casey County",62.7,71000,34819
21047,"Kentucky","Christian County",67.9,95500,43919
21049,"Kentucky","Clark County",71.8,134500,54953
21051,"Kentucky","Clay County",67.9,51200,26840
21053,"Kentucky","Clinton County",54.6,62700,32184
21055,"Kentucky","Crittenden County",60.3,69300,45244
21057,"Kentucky","Cumberland County",60.4,67700,35344
21059,"Kentucky","Daviess County",75.3,106400,51673
21061,"Kentucky","Edmonson County",71.9,84600,43401
21063,"Kentucky","Elliott County",58.7,66100,32306
21065,"Kentucky","Estill County",58.5,70300,31688
21067,"Kentucky","Fayette County",81.7,159200,57291
21069,"Kentucky","Fleming County",68.5,82700,44612
21071,"Kentucky","Floyd County",65.6,66700,32730
21073,"Kentucky","Franklin County",77.1,138900,56274
21075,"Kentucky","Fulton County",58.3,55300,30114
21077,"Kentucky","Gallatin County",59.7,105500,52167
21079,"Kentucky","Garrard County",71.1,109200,52631
21081,"Kentucky","Grant County",67,117900,48714
21083,"Kentucky","Graves County",66.9,83900,44043
21085,"Kentucky","Grayson County",62.7,83700,38612
21087,"Kentucky","Green County",61.7,75400,35899
21089,"Kentucky","Greenup County",73.9,88400,51655
21091,"Kentucky","Hancock County",73.8,85500,57217
21093,"Kentucky","Hardin County",77.4,131900,54367
21095,"Kentucky","Harlan County",57.9,52500,26478
21097,"Kentucky","Harrison County",59.4,112800,48438
21099,"Kentucky","Hart County",64.3,80200,38396
21101,"Kentucky","Henderson County",71.1,101200,48926
21103,"Kentucky","Henry County",65.1,123900,53926
21105,"Kentucky","Hickman County",54.5,63600,42929
21107,"Kentucky","Hopkins County",67.7,77200,47170
21109,"Kentucky","Jackson County",58,64700,32138
21111,"Kentucky","Jefferson County",77.7,145900,56586
21113,"Kentucky","Jessamine County",79.5,150200,58245
21115,"Kentucky","Johnson County",69.7,71400,37055
21117,"Kentucky","Kenton County",80.8,145200,64339
21119,"Kentucky","Knott County",61.2,60200,31198
21121,"Kentucky","Knox County",48,65000,30181
21123,"Kentucky","Larue County",73.1,97200,47643
21125,"Kentucky","Laurel County",70,96100,41526
21127,"Kentucky","Lawrence County",65.1,65800,32798
21129,"Kentucky","Lee County",50.2,57300,25275
21131,"Kentucky","Leslie County",59.1,54600,31627
21133,"Kentucky","Letcher County",64.4,51500,29886
21135,"Kentucky","Lewis County",59.7,55800,31147
21137,"Kentucky","Lincoln County",62.1,83000,42919
21139,"Kentucky","Livingston County",60.4,76800,50839
21141,"Kentucky","Logan County",59.4,87500,48014
21143,"Kentucky","Lyon County",65.6,84900,52528
21145,"Kentucky","McCracken County",71.6,107500,46080
21147,"Kentucky","McCreary County",44.1,62400,28105
21149,"Kentucky","McLean County",67.5,71900,51861
21151,"Kentucky","Madison County",75.2,141100,50060
21153,"Kentucky","Magoffin County",65.3,46200,28147
21155,"Kentucky","Marion County",62.8,97000,40107
21157,"Kentucky","Marshall County",76.9,96900,55113
21159,"Kentucky","Martin County",64.5,67800,41013
21161,"Kentucky","Mason County",66.4,98500,45377
21163,"Kentucky","Meade County",80.2,107700,56603
21165,"Kentucky","Menifee County",63.7,67100,39325
21167,"Kentucky","Mercer County",70.7,129400,55093
21169,"Kentucky","Metcalfe County",69.6,73400,37386
21171,"Kentucky","Monroe County",60.6,67600,34879
21173,"Kentucky","Montgomery County",67.4,98100,45516
21175,"Kentucky","Morgan County",66.5,72700,36134
21177,"Kentucky","Muhlenberg County",64.4,75700,43590
21179,"Kentucky","Nelson County",74.9,116800,60127
21181,"Kentucky","Nicholas County",58.7,79800,38149
21183,"Kentucky","Ohio County",65.2,78000,45564
21185,"Kentucky","Oldham County",88.7,234400,99128
21187,"Kentucky","Owen County",55.8,102000,48801
21189,"Kentucky","Owsley County",60.6,68500,30284
21191,"Kentucky","Pendleton County",63.8,101200,54375
21193,"Kentucky","Perry County",69.5,55900,33640
21195,"Kentucky","Pike County",67.8,64700,34856
21197,"Kentucky","Powell County",56.3,80700,37469
21199,"Kentucky","Pulaski County",64.9,95500,39998
21201,"Kentucky","Robertson County",40.7,64500,41902
21203,"Kentucky","Rockcastle County",63.4,72300,35720
21205,"Kentucky","Rowan County",76.6,90400,38230
21207,"Kentucky","Russell County",60.2,81400,38390
21209,"Kentucky","Scott County",81.1,158700,70817
21211,"Kentucky","Shelby County",76,169500,67056
21213,"Kentucky","Simpson County",64.7,113700,48623
21215,"Kentucky","Spencer County",83.6,167300,80166
21217,"Kentucky","Taylor County",70.1,96600,44522
21219,"Kentucky","Todd County",52.9,79700,44005
21221,"Kentucky","Trigg County",67.3,98300,50536
21223,"Kentucky","Trimble County",65.5,119900,53056
21225,"Kentucky","Union County",69.1,78600,46673
21227,"Kentucky","Warren County",78.9,135400,52270
21229,"Kentucky","Washington County",63.1,107800,53743
21231,"Kentucky","Wayne County",58,70600,34914
21233,"Kentucky","Webster County",59.1,66200,42119
21235,"Kentucky","Whitley County",59.4,64400,39005
21237,"Kentucky","Wolfe County",55.2,54400,24623
21239,"Kentucky","Woodford County",81,180800,63820
22001,"Louisiana","Acadia Parish",66,86700,43396
22003,"Louisiana","Allen Parish",64.9,76500,46446
22005,"Louisiana","Ascension Parish",82.2,164200,80527
22007,"Louisiana","Assumption Parish",66.5,86500,43759
22009,"Louisiana","Avoyelles Parish",60.7,82100,38565
